15558,0,139.66,255.32,238.34,302.69
14609,0,904.13,472.42,1075.19,580.32
16006,0,1679.14,234.26,1790.98,288.21
14610,1,908.87,468.34,1077.82,574.92
15559,1,138.47,254.52,236.63,301.37
16007,1,1679.53,233.47,1791.37,287.42
15560,2,137.29,253.73,234.92,300.05
14611,2,913.61,464.26,1080.45,569.52
16008,2,1679.93,232.68,1791.77,286.63
14612,3,918.34,460.19,1083.08,564.12
15561,3,136.1,252.94,233.21,298.74
16009,3,1680.32,231.89,1792.16,285.84
15562,4,134.91,252.15,231.5,297.42
16010,4,1680.72,231.11,1792.56,285.05
14613,4,923.08,456.11,1085.71,558.72
14614,5,927.82,452.03,1088.34,553.32
16011,5,1681.11,230.32,1792.95,284.26
15563,5,133.73,251.36,229.79,296.11
16012,6,1681.51,229.53,1793.35,283.47
14615,6,932.55,447.95,1090.97,547.93
15564,6,132.54,250.57,228.08,294.79
16013,7,1681.9,228.74,1793.74,282.68
15565,7,131.36,249.77,226.37,293.47
14616,7,937.29,443.87,1093.6,542.53
15566,8,130.17,248.98,224.66,292.16
14617,8,942.03,439.79,1096.23,537.13
16014,8,1682.29,227.95,1794.14,281.89
15567,9,128.99,248.19,222.95,290.84
14618,9,946.77,435.71,1098.86,531.73
16015,9,1682.69,227.16,1794.53,281.1
15568,10,127.8,247.4,221.24,289.53
14619,10,951.5,431.63,1101.49,526.33
16016,10,1683.08,226.37,1794.93,280.31
15569,11,127.65,248.17,221.08,290.3
14620,11,953.57,431.63,1103.56,526.33
16017,11,1682.77,227.61,1794.62,281.55
15570,12,127.49,248.95,220.93,291.07
16018,12,1682.46,228.84,1794.31,282.79
14621,12,955.64,431.63,1105.63,526.33
16019,13,1682.16,230.08,1794,284.03
14622,13,957.71,431.63,1107.7,526.33
15571,13,127.34,249.72,220.77,291.85
16020,14,1681.85,231.32,1793.69,285.27
14623,14,959.77,431.63,1109.77,526.33
15572,14,127.18,250.5,220.62,292.62
14624,15,961.84,431.63,1111.83,526.33
15573,15,127.03,251.27,220.46,293.4
16021,15,1681.54,232.56,1793.38,286.51
15574,16,126.87,252.04,220.31,294.17
16022,16,1681.23,233.8,1793.07,287.75
14625,16,963.91,431.63,1113.9,526.33
15575,17,126.72,252.82,220.15,294.94
16023,17,1680.92,235.04,1792.76,288.98
14626,17,965.98,431.63,1115.97,526.33
15576,18,126.56,253.59,220,295.72
14627,18,966.63,434.53,1116.63,529.23
16024,18,1680.61,236.27,1792.45,290.22
14628,19,967.29,437.42,1117.29,532.12
16025,19,1680.3,237.51,1792.14,291.46
15577,19,126.41,254.37,219.84,296.49
14629,20,967.95,440.32,1117.94,535.02
16026,20,1679.99,238.75,1791.83,292.7
15578,20,126.25,255.14,219.69,297.27
14630,21,968.61,443.21,1118.6,537.91
16027,21,1679.68,239.99,1791.52,293.94
15579,21,126.1,255.91,219.53,298.04
14631,22,969.27,446.11,1119.26,540.81
16028,22,1679.37,241.23,1791.21,295.18
15580,22,125.94,256.69,219.38,298.81
16029,23,1679.06,242.47,1790.9,296.41
15581,23,125.79,257.46,219.22,299.59
14632,23,969.92,449,1119.92,543.7
16030,24,1678.75,243.7,1790.59,297.65
14633,24,970.58,451.9,1120.58,546.6
15582,24,125.63,258.23,219.07,300.36
16031,25,1678.44,244.94,1790.28,298.89
14634,25,971.24,454.79,1121.23,549.49
15583,25,125.48,259.01,218.91,301.14
15584,26,125.32,259.78,218.76,301.91
16032,26,1678.13,246.18,1789.97,300.13
14635,26,971.9,457.69,1121.89,552.39
14636,27,972.56,460.58,1122.55,555.28
15585,27,125.17,260.56,218.6,302.68
16033,27,1677.82,247.42,1789.66,301.37
15586,28,124.29,264.07,217.73,306.19
16034,28,1675.19,251.81,1787.03,305.75
14637,28,975.63,466.72,1125.62,561.42
15587,29,123.41,267.57,216.85,309.7
16035,29,1672.56,256.19,1784.4,310.14
14638,29,978.7,472.86,1128.69,567.56
16036,30,1669.93,260.58,1781.77,314.53
14639,30,981.77,479,1131.76,573.7
15588,30,122.54,271.08,215.97,313.21
14640,31,981.9,483.34,1132.81,578.96
16037,31,1668.48,265.04,1780.98,319
15589,31,122.93,276.08,215.98,317.95
15590,32,123.33,281.08,215.98,322.69
14641,32,982.03,487.68,1133.87,584.22
16038,32,1667.03,269.51,1780.19,323.47
16039,33,1665.59,273.97,1779.4,327.94
15591,33,123.72,286.08,215.98,327.43
14642,33,982.16,492.02,1134.92,589.48
14643,34,982.29,496.36,1135.98,594.74
16040,34,1664.14,278.44,1778.61,332.42
15592,34,124.12,291.08,215.98,332.17
15593,35,124.51,296.08,215.99,336.91
16041,35,1662.69,282.9,1777.82,336.89
14644,35,982.42,500.69,1137.03,600
15594,36,124.91,301.08,215.99,341.64
16042,36,1661.24,287.36,1777.03,341.36
14645,36,982.56,505.03,1138.08,605.26
14646,37,982.69,509.37,1139.14,610.52
15595,37,125.3,306.08,215.99,346.38
16043,37,1659.8,291.83,1776.23,345.84
16044,38,1658.35,296.29,1775.44,350.31
15596,38,125.69,311.08,215.99,351.12
14647,38,982.82,513.71,1140.19,615.78
15597,39,126.09,316.08,216,355.86
14648,39,982.95,518.04,1141.25,621.04
16045,39,1656.9,300.76,1774.65,354.78
15598,40,126.48,321.08,216,360.6
14649,40,983.08,522.38,1142.3,626.3
16046,40,1655.45,305.22,1773.86,359.25
15599,41,125.96,326.08,215.47,365.6
14650,41,983.74,528.57,1142.96,632.48
16047,41,1654.01,310.49,1772.41,364.52
15600,42,125.43,331.08,214.95,370.6
14651,42,984.4,534.75,1143.62,638.67
16048,42,1652.56,315.75,1770.97,369.78
14652,43,985.06,540.94,1144.27,644.85
16049,43,1651.11,321.01,1769.52,375.04
15601,43,124.91,336.08,214.42,375.6
15602,44,124.38,341.08,213.89,380.6
16050,44,1649.66,326.28,1768.07,380.31
14653,44,985.71,547.12,1144.93,651.04
16051,45,1648.22,331.54,1766.62,385.57
14654,45,986.37,553.3,1145.59,657.22
15603,45,123.85,346.08,213.37,385.6
15604,46,123.33,351.08,212.84,390.6
16052,46,1646.77,336.8,1765.18,390.83
14655,46,987.03,559.49,1146.25,663.41
15605,47,122.8,356.08,212.32,395.6
16053,47,1645.32,342.07,1763.73,396.1
14656,47,987.69,565.67,1146.9,669.59
16054,48,1643.87,347.33,1762.28,401.36
14657,48,988.34,571.86,1147.56,675.77
15606,48,122.27,361.08,211.79,400.6
15607,49,121.75,366.08,211.26,405.6
16055,49,1642.43,352.59,1760.83,406.62
14658,49,989,578.04,1148.22,681.96
14659,50,989.66,584.22,1148.88,688.14
16056,50,1640.98,357.86,1759.39,411.89
15608,50,121.22,371.08,210.74,410.6
16057,51,1640.19,363.78,1758.6,417.81
15609,51,121.09,377.01,210.6,416.52
14660,51,990.05,590.01,1149.27,693.93
14661,52,990.45,595.8,1149.67,699.72
16058,52,1639.4,369.7,1757.81,423.73
15610,52,120.96,382.93,210.47,422.44
16059,53,1638.61,375.62,1757.02,429.65
15611,53,120.83,388.85,210.34,428.36
14662,53,990.84,601.59,1150.06,705.51
14663,54,991.24,607.38,1150.46,711.3
15612,54,120.69,394.77,210.21,434.28
16060,54,1637.82,381.54,1756.23,435.57
16061,55,1637.03,387.46,1755.44,441.49
14664,55,991.63,613.17,1150.85,717.09
15613,55,120.56,400.69,210.08,440.21
14665,56,992.03,618.96,1151.25,722.88
16062,56,1636.24,393.38,1754.65,447.41
15614,56,120.43,406.61,209.95,446.13
16063,57,1635.45,399.3,1753.86,453.33
14666,57,992.42,624.75,1151.64,728.67
15615,57,120.3,412.53,209.81,452.05
16064,58,1634.66,405.22,1753.07,459.26
14667,58,992.82,630.54,1152.04,734.46
15616,58,120.17,418.45,209.68,457.97
14668,59,993.21,636.33,1152.43,740.25
15617,59,120.04,424.37,209.55,463.89
16065,59,1633.87,411.15,1752.28,465.18
14669,60,993.61,642.12,1152.83,746.04
16066,60,1633.08,417.07,1751.49,471.1
15618,60,119.9,430.29,209.42,469.81
14670,61,992.55,644.75,1153.35,749.06
15619,61,119.51,433.58,209.03,473.1
16067,61,1632.69,420.36,1751.1,474.39
16068,62,1632.29,423.65,1750.7,477.68
14671,62,991.5,647.38,1153.88,752.09
15620,62,119.11,436.87,208.63,476.39
16069,63,1631.9,426.93,1750.31,480.97
14672,63,990.45,650.01,1154.41,755.12
15621,63,118.72,440.16,208.24,479.68
16070,64,1631.51,430.22,1749.91,484.26
15622,64,118.32,443.45,207.84,482.97
14673,64,989.4,652.64,1154.94,758.14
16071,65,1631.11,433.51,1749.52,487.54
15623,65,117.93,446.74,207.45,486.26
14674,65,988.34,655.28,1155.46,761.17
14675,66,987.29,657.91,1155.99,764.19
16072,66,1630.72,436.8,1749.12,490.83
15624,66,117.53,450.03,207.05,489.55
15625,67,117.14,453.32,206.66,492.84
14676,67,986.24,660.54,1156.52,767.22
16073,67,1630.32,440.09,1748.73,494.12
15626,68,116.74,456.61,206.26,496.13
16074,68,1629.93,443.38,1748.33,497.41
14677,68,985.19,663.17,1157.05,770.25
16075,69,1629.53,446.67,1747.94,500.7
15627,69,116.35,459.9,205.87,499.42
14678,69,984.13,665.8,1157.57,773.27
15628,70,115.96,463.19,205.47,502.71
14679,70,983.08,668.43,1158.1,776.3
16076,70,1629.14,449.96,1747.55,503.99
15629,71,115.17,464.64,204.68,504.15
16077,71,1629.01,451.67,1747.41,505.7
14680,71,982.95,670.41,1157.97,778.27
15630,72,114.38,466.08,203.89,505.6
14681,72,982.82,672.38,1157.84,780.25
16078,72,1628.87,453.38,1747.28,507.41
14682,73,982.69,674.35,1157.71,782.22
15631,73,113.59,467.53,203.1,507.05
16079,73,1628.74,455.09,1747.15,509.12
16080,74,1628.61,456.8,1747.02,510.83
15632,74,112.8,468.98,202.31,508.49
14683,74,982.55,676.33,1157.57,784.19
16081,75,1628.48,458.51,1746.89,512.54
14684,75,982.42,678.3,1157.44,786.17
15633,75,112.01,470.43,201.52,509.94
15634,76,111.22,471.87,200.73,511.39
14685,76,982.29,680.28,1157.31,788.14
16082,76,1628.35,460.22,1746.76,514.26
15635,77,110.43,473.32,199.94,512.84
16083,77,1628.22,461.93,1746.62,515.97
14686,77,982.16,682.25,1157.18,790.12
14687,78,982.03,684.22,1157.05,792.09
15636,78,109.64,474.77,199.16,514.28
16084,78,1628.08,463.65,1746.49,517.68
14688,79,981.9,686.2,1156.92,794.06
15637,79,108.85,476.21,198.37,515.73
16085,79,1627.95,465.36,1746.36,519.39
16086,80,1627.82,467.07,1746.23,521.1
14689,80,981.76,688.17,1156.78,796.04
15638,80,108.06,477.66,197.58,517.18
14690,81,982.42,687.91,1157.44,795.77
16087,81,1627.69,466.67,1746.1,520.7
15639,81,107.67,477.4,197.18,516.92
14691,82,983.08,687.64,1158.1,795.51
15640,82,107.27,477.14,196.79,516.65
16088,82,1627.56,466.28,1745.97,520.31
14692,83,983.74,687.38,1158.76,795.25
15641,83,106.88,476.87,196.39,516.39
16089,83,1627.43,465.88,1745.83,519.91
14693,84,984.39,687.12,1159.41,794.98
15642,84,106.48,476.61,196,516.13
16090,84,1627.29,465.49,1745.7,519.52
15643,85,106.09,476.35,195.6,515.86
14694,85,985.05,686.85,1160.07,794.72
16091,85,1627.16,465.09,1745.57,519.12
14695,86,985.71,686.59,1160.73,794.46
15644,86,105.69,476.08,195.21,515.6
16092,86,1627.03,464.7,1745.44,518.73
15645,87,105.3,475.82,194.81,515.34
16093,87,1626.9,464.3,1745.31,518.33
14696,87,986.37,686.33,1161.39,794.19
16094,88,1626.77,463.91,1745.18,517.94
14697,88,987.03,686.06,1162.05,793.93
15646,88,104.9,475.56,194.42,515.07
15647,89,104.51,475.29,194.02,514.81
14698,89,987.68,685.8,1162.7,793.67
16095,89,1626.64,463.51,1745.04,517.55
16096,90,1626.5,463.12,1744.91,517.15
15648,90,104.11,475.03,193.63,514.55
14699,90,988.34,685.54,1163.36,793.4
15649,91,104.24,471.48,193.76,510.99
14700,91,988.87,684.75,1163.89,792.61
16097,91,1626.5,462.72,1744.91,516.76
15650,92,104.38,467.93,193.89,507.44
16098,92,1626.5,462.33,1744.91,516.36
14701,92,989.39,683.96,1164.41,791.82
15651,93,104.51,464.37,194.02,503.89
14702,93,989.92,683.17,1164.94,791.04
16099,93,1626.5,461.93,1744.91,515.97
16100,94,1626.5,461.54,1744.91,515.57
14703,94,990.45,682.38,1165.47,790.25
15652,94,104.64,460.82,194.16,500.34
16101,95,1626.5,461.15,1744.91,515.18
14704,95,990.97,681.59,1165.99,789.46
15653,95,104.77,457.27,194.29,496.78
14705,96,991.5,680.8,1166.52,788.67
15654,96,104.9,453.71,194.42,493.23
16102,96,1626.5,460.75,1744.91,514.78
14706,97,992.03,680.01,1167.05,787.88
15655,97,105.03,450.16,194.55,489.68
16103,97,1626.5,460.36,1744.91,514.39
14707,98,992.55,679.22,1167.57,787.09
16104,98,1626.5,459.96,1744.91,513.99
15656,98,105.17,446.61,194.68,486.13
15657,99,105.3,443.06,194.81,482.57
16105,99,1626.5,459.57,1744.91,513.6
14708,99,993.08,678.43,1168.1,786.3
15658,100,105.43,439.5,194.95,479.02
16106,100,1626.5,459.17,1744.91,513.2
14709,100,993.61,677.64,1168.63,785.51
16107,101,1626.5,458.78,1744.91,512.81
14710,101,994.26,676.98,1169.28,784.85
15659,101,104.9,432.66,194.42,472.18
16108,102,1626.5,458.38,1744.91,512.41
15660,102,104.38,425.82,193.89,465.34
14711,102,994.92,676.33,1169.94,784.19
15661,103,103.85,418.98,193.37,458.49
16109,103,1626.5,457.99,1744.91,512.02
14712,103,995.58,675.67,1170.6,783.53
15662,104,103.32,412.14,192.84,451.65
14713,104,996.24,675.01,1171.26,782.88
16110,104,1626.5,457.59,1744.91,511.62
16111,105,1626.5,457.2,1744.91,511.23
14714,105,996.89,674.35,1171.91,782.22
15663,105,102.8,405.29,192.31,444.81
15664,106,102.27,398.45,191.79,437.97
16112,106,1626.5,456.8,1744.91,510.83
14715,106,997.55,673.69,1172.57,781.56
14716,107,998.21,673.04,1173.23,780.9
16113,107,1626.5,456.41,1744.91,510.44
15665,107,101.75,391.61,191.26,431.13
15666,108,101.22,384.77,190.73,424.28
16114,108,1626.5,456.01,1744.91,510.04
14717,108,998.87,672.38,1173.89,780.24
15667,109,100.69,377.93,190.21,417.44
16115,109,1626.5,455.62,1744.91,509.65
14718,109,999.53,671.72,1174.55,779.59
16116,110,1626.5,455.22,1744.91,509.25
15668,110,100.17,371.08,189.68,410.6
14719,110,1000.18,671.06,1175.2,778.93
16117,111,1627.29,450.62,1745.7,504.65
15669,111,98.85,366.74,188.37,406.26
14720,111,1000.18,671.72,1175.2,779.59
15670,112,97.53,362.4,187.05,401.92
16118,112,1628.08,446.01,1746.49,500.04
14721,112,1000.18,672.38,1175.2,780.24
16119,113,1628.87,441.41,1747.28,495.44
15671,113,96.22,358.06,185.73,397.57
14722,113,1000.18,673.04,1175.2,780.9
14723,114,1000.18,673.69,1175.2,781.56
15672,114,94.9,353.72,184.42,393.23
16120,114,1629.66,436.8,1748.07,490.83
14724,115,1000.18,674.35,1175.2,782.22
15673,115,93.59,349.37,183.1,388.89
16121,115,1630.45,432.2,1748.86,486.23
15674,116,92.27,345.03,181.79,384.55
14725,116,1000.18,675.01,1175.2,782.88
16122,116,1631.24,427.59,1749.65,481.62
15675,117,90.96,340.69,180.47,380.21
16123,117,1632.03,422.99,1750.44,477.02
14726,117,1000.18,675.67,1175.2,783.53
15676,118,89.64,336.35,179.16,375.86
16124,118,1632.82,418.38,1751.23,472.41
14727,118,1000.18,676.33,1175.2,784.19
15677,119,88.32,332.01,177.84,371.52
16125,119,1633.61,413.78,1752.02,467.81
14728,119,1000.18,676.98,1175.2,784.85
15678,120,87.01,327.66,176.52,367.18
16126,120,1634.4,409.17,1752.81,463.2
14729,120,1000.18,677.64,1175.2,785.51
15679,121,85.96,328.06,176,367.58
16127,121,1636.37,402.2,1753.73,456.23
14730,121,1000.97,676.2,1175.6,784.06
15680,122,84.91,328.45,175.47,367.97
16128,122,1638.35,395.22,1754.65,449.25
14731,122,1001.76,674.75,1176,782.61
14732,123,1002.55,673.3,1176.4,781.17
16129,123,1640.32,388.25,1755.57,442.28
15681,123,83.86,328.85,174.94,368.36
14733,124,1003.34,671.85,1176.8,779.72
15682,124,82.8,329.24,174.42,368.76
16130,124,1642.3,381.28,1756.49,435.31
16131,125,1644.27,374.3,1757.4,428.33
14734,125,1004.13,670.41,1177.2,778.27
15683,125,81.75,329.64,173.89,369.15
15684,126,80.7,330.03,173.37,369.55
14735,126,1004.92,668.96,1177.6,776.82
16132,126,1646.24,367.33,1758.32,421.36
14736,127,1005.71,667.51,1178,775.38
15685,127,79.65,330.43,172.84,369.94
16133,127,1648.22,360.35,1759.24,414.39
16134,128,1650.19,353.38,1760.16,407.41
14737,128,1006.5,666.06,1178.4,773.93
15686,128,78.6,330.82,172.31,370.34
15687,129,77.55,331.22,171.79,370.73
16135,129,1652.16,346.41,1761.08,400.44
14738,129,1007.29,664.62,1178.8,772.48
16136,130,1654.14,339.43,1762,393.46
15688,130,76.5,331.61,171.26,371.13
14739,130,1008.08,663.17,1179.2,771.03
14740,131,1013.74,654.75,1186.04,761.56
15689,131,77.03,331.48,171.79,371
16137,131,1654.8,336.14,1762.66,389.52
14741,132,1019.39,646.33,1192.88,752.09
15690,132,77.55,331.35,172.31,370.87
16138,132,1655.45,332.85,1763.32,385.57
16139,133,1656.11,329.55,1763.97,381.62
14742,133,1025.05,637.92,1199.72,742.61
15691,133,78.08,331.22,172.84,370.73
16140,134,1656.77,326.26,1764.63,377.68
14743,134,1030.71,629.5,1206.56,733.14
15692,134,78.61,331.09,173.37,370.6
15693,135,79.13,330.96,173.89,370.47
16141,135,1657.43,322.97,1765.29,373.73
14744,135,1036.37,621.08,1213.4,723.67
16142,136,1658.09,319.67,1765.95,369.78
14745,136,1042.03,612.67,1220.24,714.19
15694,136,79.66,330.82,174.42,370.34
15695,137,80.18,330.69,174.94,370.21
16143,137,1658.74,316.38,1766.6,365.83
14746,137,1047.68,604.25,1227.08,704.72
16144,138,1659.4,313.09,1767.26,361.89
14747,138,1053.34,595.83,1233.92,695.25
15696,138,80.71,330.56,175.47,370.08
14748,139,1059,587.42,1240.76,685.77
15697,139,81.24,330.43,176,369.94
16145,139,1660.06,309.79,1767.92,357.94
15698,140,81.76,330.3,176.52,369.81
14749,140,1064.66,579,1247.6,676.3
16146,140,1660.72,306.5,1768.58,353.99
15699,141,82.95,330.17,177.71,369.68
14750,141,1070.84,564.79,1256.42,662.09
16147,141,1660.45,307.6,1768.62,355.09
15700,142,84.13,330.03,178.89,369.55
14751,142,1077.03,550.58,1265.24,647.88
16148,142,1660.19,308.69,1768.67,356.19
16149,143,1659.93,309.79,1768.71,357.28
14752,143,1083.21,536.37,1274.06,633.67
15701,143,85.32,329.9,180.08,369.42
14753,144,1089.39,522.16,1282.88,619.46
15702,144,86.5,329.77,181.26,369.29
16150,144,1659.66,310.89,1768.75,358.38
16151,145,1659.4,311.98,1768.8,359.47
14754,145,1095.58,507.95,1291.7,605.25
15703,145,87.68,329.64,182.44,369.15
15704,146,88.87,329.51,183.63,369.02
16152,146,1659.14,313.08,1768.84,360.57
14755,146,1101.76,493.74,1300.52,591.04
15705,147,90.05,329.38,184.81,368.89
16153,147,1658.87,314.18,1768.89,361.67
14756,147,1107.95,479.53,1309.34,576.83
14757,148,1114.13,465.32,1318.16,562.61
15706,148,91.24,329.24,186,368.76
16154,148,1658.61,315.27,1768.93,362.76
15707,149,92.42,329.11,187.18,368.63
16155,149,1658.35,316.37,1768.97,363.86
14758,149,1120.32,451.11,1326.98,548.4
16156,150,1658.09,317.47,1769.02,364.96
14759,150,1126.5,436.89,1335.8,534.19
15708,150,93.61,328.98,188.37,368.5
16157,151,1657.82,318.56,1769.06,366.05
14760,151,1130.32,430.45,1337.38,526.03
15709,151,94.13,329.11,188.89,368.63
14761,152,1134.14,424,1338.96,517.87
15710,152,94.66,329.24,189.42,368.76
16158,152,1657.56,319.66,1769.11,367.15
16159,153,1657.3,320.76,1769.15,368.25
14762,153,1137.96,417.55,1340.54,509.72
15711,153,95.18,329.38,189.94,368.89
14763,154,1141.78,411.1,1342.12,501.56
15712,154,95.71,329.51,190.47,369.02
16160,154,1657.03,321.85,1769.2,369.34
15713,155,96.24,329.64,191,369.15
14764,155,1145.6,404.65,1343.7,493.4
16161,155,1656.77,322.95,1769.24,370.44
16162,156,1656.51,324.04,1769.28,371.54
15714,156,96.76,329.77,191.52,369.29
14765,156,1149.42,398.2,1345.28,485.24
15715,157,97.29,329.9,192.05,369.42
16163,157,1656.24,325.14,1769.33,372.63
14766,157,1153.24,391.75,1346.86,477.08
16164,158,1655.98,326.24,1769.37,373.73
14767,158,1157.06,385.3,1348.44,468.92
15716,158,97.82,330.03,192.58,369.55
16165,159,1655.72,327.33,1769.42,374.83
15717,159,98.34,330.17,193.1,369.68
14768,159,1160.88,378.85,1350.02,460.76
14769,160,1164.7,372.4,1351.6,452.6
16166,160,1655.45,328.43,1769.46,375.92
15718,160,98.87,330.3,193.63,369.81
